mean_accel_x,std_accel_x,max_accel_x,min_accel_x,mean_accel_y,std_accel_y,max_accel_y,min_accel_y,mean_accel_z,std_accel_z,max_accel_z,min_accel_z,mean_gyro_x,std_gyro_x,max_gyro_x,min_gyro_x,mean_gyro_y,std_gyro_y,max_gyro_y,min_gyro_y,mean_gyro_z,std_gyro_z,max_gyro_z,min_gyro_z,label
0.04585777233333334,0.017256117396384215,0.11404,0.005352,-0.002655028481,0.010364160032986416,0.033046,-0.028238,0.0334637424,0.018900338643439835,0.074404,-0.027615,-0.00011494723000000008,0.0016171183609126306,0.0057116,-0.0043371,-0.003794585273333332,0.007922933632462204,0.013042,-0.018784,0.0005481706333333333,0.0018614905367795099,0.0051313,-0.0053206,2
0.06405790000000001,0.017414218991971313,0.1069,0.019706,-0.004915337233333334,0.01136123736057742,0.026079,-0.032664,0.021300055313333333,0.020716246202736863,0.064146,-0.04299,-0.00010523246666666661,0.0019378111728258884,0.0078802,-0.0056139,0.0012513039509866664,0.012610512111464498,0.037544,-0.018155,0.00037787466666666664,0.0022130406289905236,0.0058338,-0.0076969,2
0.05868468666666666,0.014296556411688708,0.097012,0.021,-0.006432595855333333,0.009027726663653762,0.014424,-0.030664,0.0320856049,0.013405741644909527,0.07073,-0.0095582,8.904546666666671e-05,0.0017910812155196654,0.0058154,-0.0050824,0.0006066369833333333,0.007719142028418202,0.02543,-0.01237,0.00019028986666666674,0.0016265067164692906,0.0045265,-0.004105,2
0.05962116387959867,0.016416417432927134,0.11369,0.015915,-0.007644238160535117,0.009386864763585757,0.014525,-0.033874,0.028005484936454855,0.015342992409263036,0.062104,-0.013092,-2.6026956521739156e-05,0.0016605976558846673,0.0049052,-0.0040195,-0.0013903020735785954,0.007339706808859008,0.016585,-0.014013,0.0002509281939799331,0.0019190765399944656,0.0063591,-0.0046365,2
0.04586209033333333,0.016857716310430364,0.10006,-0.0026135,-0.0031156873366666666,0.009233926932694956,0.017688,-0.032879,0.03865911700000001,0.014275625677649725,0.070411,-0.0027952,6.440378333333334e-05,0.0017666801067728894,0.0048014,-0.0043738,0.0005162198199999997,0.008158645716556485,0.017758,-0.018699,0.00012831893333333338,0.0018524215412901157,0.0059681,-0.0050274,2
0.0417487049833887,0.014668282942742198,0.083339,-0.005404,-0.0029734441328903654,0.00960217331279128,0.027464,-0.025489,0.03651285913621262,0.017049324010160186,0.082015,-0.0077953,0.0002838614617940199,0.0019179725397661862,0.0056322,-0.0049419,0.001234547458259137,0.006815462266514563,0.01551,-0.012419,0.00019265202657807313,0.00178533934885114,0.0047525,-0.0050519,2
0.03673591806020067,0.013043047580000978,0.071955,-0.0052223,-0.001965405551839465,0.008568805695816759,0.02383,-0.032155,0.03393163214046823,0.0117926518695622,0.064255,-0.0019445,-0.0001342658227424749,0.0018782850695645342,0.0043371,-0.004612,-0.0007983238260869561,0.009511252811968421,0.022822,-0.018772,0.00045293640468227426,0.0017700452389088617,0.0051068,-0.0052779,2
0.03989893366666667,0.012880337762453396,0.080284,0.0033636,-0.0014075256767333334,0.009026652244873735,0.023011,-0.025932,0.04716803766666667,0.013951904253245159,0.094103,0.0066562,-0.00026320432333333326,0.0017127005438948256,0.0047586,-0.0060659,-0.0020856959300000004,0.009199319250051265,0.018338,-0.023305,0.00023440666666666666,0.0017000692810884375,0.0051068,-0.0040195,2
0.022496676466666664,0.01672995891354676,0.072442,-0.033751,-0.00047745321133333334,0.01017571134640539,0.029983,-0.024966,0.041609912666666665,0.01480862089914141,0.088733,0.0053587,0.0002083838666666667,0.0017842151751328369,0.004386,-0.0050519,-7.269282333333313e-05,0.007712515313527534,0.022242,-0.016713,0.00025533889999999996,0.0017073564602555552,0.0059254,-0.0051191,2
0.02594868033333333,0.01293083997797384,0.075716,-0.0090151,-0.0028106759866666667,0.00930056667423071,0.021412,-0.027784,0.018671643633333332,0.015796091795781373,0.06534,-0.026516,-0.00036668176666666667,0.0016114087744688887,0.0047159,-0.0052779,-0.0019286910000000002,0.005030297123584662,0.011826,-0.014209,0.0002581906666666667,0.001801453336529667,0.0056138,-0.0050274,2
0.032004814566666664,0.014463952887683275,0.076173,-0.0087276,-0.00194498528,0.008814169382208146,0.024212,-0.02748,0.030683234923333334,0.015715197707999385,0.071789,-0.020517,2.7226673333333314e-05,0.0015542748732185717,0.0043371,-0.0036041,0.0010064398666666666,0.006091240915631137,0.01722,-0.013659,7.224425999999999e-05,0.0016337944590235094,0.004105,-0.0044471,2
0.033173256766666666,0.015591903689434753,0.086565,-0.0033245,-0.0014592094333333333,0.008931683522227382,0.025938,-0.030793,0.02393693623333333,0.013498828886992902,0.060507,-0.018796,-5.0229200000000004e-05,0.0014687738056369025,0.0041111,-0.0045632,-0.0007940197333333332,0.004988463662082849,0.011979,-0.014404,0.0003856943566666666,0.0017018045418111174,0.0051313,-0.0053023,2
0.0280607106,0.015375318897194205,0.091039,-0.0055752,-0.0020080800666666663,0.008577418982866668,0.025529,-0.027587,0.03714719365333333,0.01881291015955639,0.07739,-0.01779,-3.475386666666665e-05,0.0013989378213871435,0.0041417,-0.0046426,0.0004798476000000001,0.0054944067707916105,0.013635,-0.014972,0.00021410358333333332,0.0015764289815645574,0.0036346,-0.0038851,2
0.027815344293333332,0.015339094230988257,0.072283,-0.013438,-0.002037267316666666,0.010188807490986407,0.033788,-0.026183,0.042666187333333334,0.016480110928133486,0.092201,0.0028796,1.9161003333333323e-05,0.002033961269266022,0.0048564,-0.0053695,-0.0030796991666666674,0.007888127374851303,0.016035,-0.01496,0.00018515683333333332,0.0017632203606870694,0.0049114,-0.0047525,2
